,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
5280,PROLIANCE INTERNATIONAL INC,PLNTQ,188.867,217.33900000000003,242.883,2.228,4.547,-16.905,-12.358,53.955,121.05,120.363,-9.931,-18.53,58.29600000000001,296.838,80.7042,130.09,296.838,309.196
5281,PROLIANCE INTERNATIONAL INC,PLNTQ,187.754,224.362,319.078,1.6569999999999998,5.184,-1.978,3.2060000000000004,97.017,118.912,140.014,-18.055,-31.437,58.209,416.095,69.0062,149.889,416.095,412.889
5282,PROLIANCE INTERNATIONAL INC,PLNTQ,175.03,208.893,302.093,0.211,8.87,6.247999999999999,15.118,91.849,106.756,140.303,-16.804000000000002,-46.262,60.153,393.942,28.4346,145.86700000000005,393.942,378.824
5283,PROLIANCE INTERNATIONAL INC,PLNTQ,149.233,187.205,274.939,0.877,9.732,20.035,29.767,75.128,84.586,127.294,-4.062,-70.388,57.005,350.06699999999995,5.6876,145.016,350.06699999999995,320.3
5684,PROSOFT LEARNING CORP,POSOQ,5.9,15.107,11.617,2.8160000000000003,3.139,-8.857999999999999,-5.718999999999999,6.305,0.0,4.715,-42.459,-96.794,1.995,17.922,7.2543,7.5310000000000015,17.922,23.641
5685,PROSOFT LEARNING CORP,POSOQ,2.747,10.579,6.068,3.032,0.831,-2.394,-1.5630000000000002,5.952000000000001,0.0,2.196,-2.3080000000000003,-99.02,1.023,12.02,10.6762,5.228,12.02,13.583
5686,PROSOFT LEARNING CORP,POSOQ,1.263,8.622,3.326,3.264,0.488,-1.264,-0.7759999999999999,4.722,0.0,1.521,-1.5659999999999998,-100.548,0.644,8.048,9.9667,4.785,8.048,8.824
5687,PROSOFT LEARNING CORP,POSOQ,1.575,8.5,2.6710000000000003,3.849,0.407,-1.039,-0.632,4.361000000000001,0.0,1.16,-2.608,-103.177,0.562,7.032,3.0115,5.009,7.032,7.664
4348,PROXYMED INC,PILLQ,33.451,184.403,40.675,13.343,3.3,-1.7519999999999998,1.548,49.571000000000005,1.775,35.115,-3.8,-104.073,17.903,90.246,123.9873,49.32100000000001,90.246,88.698
4349,PROXYMED INC,PILLQ,23.717,75.641,33.429,16.472,2.7,-6.572,-3.872,44.09,1.03,23.702,-105.294,-209.367,16.116,77.51899999999999,53.6082,42.737,77.51899999999999,81.391
4350,PROXYMED INC,PILLQ,17.872,72.24,24.112,18.425,2.6,-3.037,-0.437,41.35,0.759,25.508000000000003,-6.61,-215.977,15.136,65.462,61.0302,44.816,65.462,65.899
4351,PROXYMED INC,PILLQ,15.875,40.655,14.951,0.506,6.417000000000001,-5.896,0.521,39.172,0.434,46.687,-36.788,-252.762,12.861,54.123000000000005,36.8006,47.64,54.123000000000005,53.602
1548,PUBLICARD INC,CARD,5.787999999999999,7.399,2.1630000000000003,0.0,0.193,-2.7110000000000003,-2.518,2.6180000000000003,0.635,6.775,-1.5930000000000002,-116.341,1.133,4.781000000000001,1.358,10.327,4.781000000000001,7.298999999999999
1549,PUBLICARD INC,CARD,3.768,5.073,1.894,7.501,0.156,-2.372,-2.216,2.501,0.5579999999999999,2.363,-4.859,-118.572,0.8270000000000001,4.395,0.9876,10.232,4.395,6.611000000000001
1550,PUBLICARD INC,CARD,2.595,2.642,1.584,7.501,0.077,-1.858,-1.781,2.033,0.303,2.065,-2.031,-120.564,0.647,3.617,0.7482,9.793,3.617,5.398
1551,PUBLICARD INC,CARD,1.3769999999999998,1.388,1.455,0.0,0.034,-1.551,-1.517,1.859,0.2789999999999999,2.136,6.267,-114.408,0.6,3.314,0.3741,2.352,3.314,4.831
2428,PULITZER INC,PTZ,272.536,1288.783,373.289,306.0,14.33,25.887,40.217,40.217,5.124,51.534,10.662,428.358,58.372,413.506,1081.71,491.546,413.506,373.289
2429,PULITZER INC,PTZ,265.35,1287.246,336.533,306.0,14.286,65.141,79.42699999999999,79.42699999999999,6.165,39.802,34.699,440.082,53.771,415.96,958.9184,472.028,415.96,336.533
2430,PULITZER INC,PTZ,254.73,1309.673,336.922,306.0,14.613,71.12899999999999,85.742,85.742,7.566,40.294,42.177,467.286,61.797,422.664,1161.864,458.229,422.664,336.922
2431,PULITZER INC,PTZ,297.552,1386.662,357.969,306.0,15.348,70.33800000000001,85.686,85.686,8.479,55.174,44.114,503.729,60.105,443.655,1407.3099,488.513,443.655,357.969
2032,QUAKER FABRIC CORP,QFABQ,106.691,276.278,235.732,40.0,19.47,14.800999999999998,34.271,89.605,45.714,32.523,7.939,81.16199999999999,44.374,325.337,159.0581,106.773,325.337,291.066
2033,QUAKER FABRIC CORP,QFABQ,100.505,266.505,217.513,0.0,18.757,-2.44,16.317,71.632,43.533,66.055,-2.042,77.736,40.708,289.145,94.5621,100.013,289.145,272.828
2034,QUAKER FABRIC CORP,QFABQ,78.444,219.862,176.00099999999998,0.629,16.86,-14.828,2.032,48.683,37.827,59.783,-26.256,51.92,31.822,224.68400000000003,36.1759,78.69800000000002,224.68400000000003,222.652
2035,QUAKER FABRIC CORP,QFABQ,55.978,160.844,122.907,22.917,13.567,-21.863000000000003,-8.296,28.757,28.122,32.681,-37.632,13.592,21.512,151.664,19.9149,57.915,151.664,159.96
3560,RAG SHOPS INC,RAGS,30.55,34.58,62.251000000000005,0.0,1.414,1.961,3.375,37.957,27.805,10.91,1.396,17.456,0.0,100.208,12.005,10.91,100.208,96.833
3561,RAG SHOPS INC,RAGS,30.963,35.634,63.857,0.0,1.276,0.015,1.291,37.031,27.807,11.914,0.046,17.500999999999998,0.0,100.888,10.7978,11.914,100.888,99.597
3562,RAG SHOPS INC,RAGS,33.779,38.57,70.15,0.0,1.225,0.488,1.713,40.522,30.327,14.559,0.29,17.791,0.0,110.672,20.3915,14.559,110.672,108.959
3563,RAG SHOPS INC,RAGS,35.669000000000004,40.737,75.715,0.0,1.217,-1.028,0.1889999999999999,39.832,31.995,17.432000000000002,-0.705,17.086,0.0,115.547,21.3991,17.432000000000002,115.547,115.358
8792,RASER TECHNOLOGIES INC,RZTIQ,7.422999999999999,23.784,0.023,0.0,0.262,-16.129,-15.867,0.297,0.0,4.333,-15.749,-51.223,0.71,0.32,830.4714,4.333,0.32,16.187
8793,RASER TECHNOLOGIES INC,RZTIQ,7.269,184.024,38.327,80.12,0.304,-38.459,-38.155,-38.155,0.0,67.44800000000001,-45.485,-96.708,0.144,0.172,236.9259,149.721,0.172,38.327
8794,RASER TECHNOLOGIES INC,RZTIQ,36.688,154.192,3.683,79.773,2.792,-25.454,-22.662,-1.489,0.0,43.111,-20.21,-109.715,33.327,2.194,98.2911,137.357,2.194,24.856
8795,RASER TECHNOLOGIES INC,RZTIQ,3.654,41.839,4.918,55.001000000000005,1.741,-19.136,-17.395,-0.672,0.0,49.371,-101.806,-215.43,0.546,4.246,17.5352,107.785,4.246,21.641
3208,READERS DIGEST ASSN INC,0090A,788.0,2599.5,937.5,834.7,64.7,178.9,243.6,1537.4,155.7,881.2,61.3,1192.4,256.5,2474.9,1323.4394,2199.2,2474.9,2231.3
3209,READERS DIGEST ASSN INC,0090A,690.3,2442.7,909.7,637.7,63.2,121.1,184.3,1478.8,152.0,892.3,49.5,1241.0,229.0,2388.5,1583.9374,1979.6,2388.5,2204.2
3210,READERS DIGEST ASSN INC,0090A,632.7,2180.6,914.0,559.2,56.9,81.4,138.3,1475.7,162.4,819.6,-90.9,1137.5,233.9,2389.7,1637.7405,1814.4,2389.7,2251.4
3211,READERS DIGEST ASSN INC,0090A,704.3,2122.1,953.3,695.0,36.8,156.1,192.9,1432.9,172.3,830.0,-117.4,996.9,261.9,2386.2,1326.8701,1947.0,2386.2,2193.3
9272,REDDY ICE HOLDINGS INC,RDDYQ,85.04899999999999,454.559,214.905,390.5,27.511,39.332,66.843,114.393,12.323,38.156,-120.431,-221.173,27.879,329.298,31.8442,453.687,329.298,262.455
9273,REDDY ICE HOLDINGS INC,RDDYQ,87.579,455.665,198.241,390.601,28.472,34.836,63.308,114.09,11.057,27.157,4.234,-214.742,26.289,312.331,96.8639,446.869,312.331,249.023
9274,REDDY ICE HOLDINGS INC,RDDYQ,81.775,470.925,211.26,450.69,34.89,14.869000000000002,49.75899999999999,104.195,12.549,39.468,-40.489,-255.231,21.432,315.455,63.1455,500.718,315.455,265.696
9275,REDDY ICE HOLDINGS INC,RDDYQ,59.084,434.029,229.114,0.1,36.567,5.572,42.139,99.349,12.550999999999998,516.622,-69.455,-324.686,28.266,328.463,5.6167,530.827,328.463,286.324
9156,REDENVELOPE INC,REDEQ,38.081,45.176,37.071,0.816,2.523,-4.849,-2.326,42.237,9.609,10.443,-5.127999999999999,-78.656,1.055,79.308,75.7853,11.259,79.308,81.634
9157,REDENVELOPE INC,REDEQ,38.108,46.268,45.905,0.29,2.82,-5.226,-2.406,55.513000000000005,14.048,15.07,-5.153,-83.8,0.992,101.418,70.8852,16.234,101.418,103.824
9158,REDENVELOPE INC,REDEQ,33.576,40.977,52.16,0.136,3.119,-5.942,-2.823,61.015,19.69,14.140999999999998,-5.622000000000001,-89.427,1.054,113.175,94.0007,14.987,113.175,115.998
9159,REDENVELOPE INC,REDEQ,31.006,39.411,54.705,0.35,3.024,-3.857,-0.833,66.568,14.288,12.67,-3.535,-92.962,1.05,121.273,76.6909,13.522,121.273,122.106
268,RESOLUTE FOREST PRODUCTS INC,RFP,1003.0,5152.4,2880.8,2400.0,329.4,115.6,445.0,603.0,365.8,575.7,-120.6,-55.9,410.1,3483.8,1762.0685,3878.0,3483.8,3038.8
269,RESOLUTE FOREST PRODUCTS INC,RFP,959.0,4645.9,3016.9,2251.6,323.2,15.5,338.7,512.9,349.8,446.1,-138.3,-447.0,444.5,3529.8,1291.68,3754.3,3529.8,3191.1
270,RESOLUTE FOREST PRODUCTS INC,RFP,2142.0,10319.0,3609.0,4695.0,396.0,-387.0,9.0,267.0,906.0,2178.0,-490.0,-742.0,754.0,3876.0,1184.4567,8270.0,3876.0,3867.0
271,RESOLUTE FOREST PRODUCTS INC,RFP,2767.0,8072.0,5872.0,5015.0,726.0,-153.0,573.0,899.0,713.0,2385.0,-2234.0,-3222.0,816.0,6771.0,25.004,8412.0,6771.0,6198.0
320,REUNION INDUSTRIES INC,RUNI,20.476,51.523,55.596,41.129,2.582,-0.638,1.944,12.913,8.207,32.79,2.64,-53.527,10.087,68.509,9.279,79.278,68.509,66.565
321,REUNION INDUSTRIES INC,RUNI,28.288,56.596,53.17100000000001,35.628,2.48,4.006,6.486000000000001,15.479,9.3,41.54600000000001,-0.162,-53.612,12.794,68.65,5.8604,81.84899999999998,68.65,62.164
322,REUNION INDUSTRIES INC,RUNI,25.458,51.26,38.911,0.0,1.651,2.119,3.77,10.816,8.606,74.202,-2.42,-56.00899999999999,7.386,49.727,5.6634,78.44800000000002,49.727,45.957
323,REUNION INDUSTRIES INC,RUNI,23.592,44.418,45.244,0.0,0.785,6.38,7.165,14.246,11.316,62.892,5.3870000000000005,-51.33,9.241,59.49,6.7621,66.949,59.49,52.325
3084,REXHALL INDUSTRIES INC,REXLQ,33.176,39.609,54.299,0.705,0.364,3.727,4.091,10.876,22.475,16.487000000000002,2.273,16.178,6.113,65.175,18.1509,17.247,65.175,61.084
3085,REXHALL INDUSTRIES INC,REXLQ,30.159,36.352,51.208,0.6709999999999999,0.376,-2.237,-1.861,5.472,12.546,15.402,-1.992,14.186,2.837,56.68,21.7985,16.073,56.68,58.541
3086,REXHALL INDUSTRIES INC,REXLQ,24.741,29.951,56.041,0.634,0.3829999999999999,-0.5489999999999999,-0.166,7.262,15.049,10.16,-0.935,13.251,2.611,63.303,21.139,10.794,63.303,63.469
3087,REXHALL INDUSTRIES INC,REXLQ,22.003,27.999,32.556999999999995,0.942,0.381,-2.448,-2.067,6.335,17.848,10.662,-2.436,10.815,1.883,38.892,19.0285,11.604,38.892,40.959
5064,RIVIERA HOLDINGS CORP,RVHLQ,34.142,213.682,120.382,216.887,12.691,25.435,38.126,80.562,1.7919999999999998,25.235,-0.335,-38.875,3.063,200.944,298.835,244.216,200.944,162.81799999999998
5065,RIVIERA HOLDINGS CORP,RVHLQ,40.211,218.462,118.213,225.288,13.116,29.861,42.977,87.28200000000001,1.455,26.665,-18.258,-57.133,3.563,205.495,383.6756,266.288,205.495,162.518
5066,RIVIERA HOLDINGS CORP,RVHLQ,22.384,204.96,102.966,0.158,14.883,11.231,26.114,66.794,0.718,263.595,-11.862,-68.995,2.457,169.76,37.482,263.753,169.76,143.64600000000002
5067,RIVIERA HOLDINGS CORP,RVHLQ,27.402,198.95,82.705,0.114,14.87,0.5820000000000001,15.452,51.344,0.5710000000000001,281.909,-24.859,-93.854,2.063,134.049,4.3656,282.023,134.049,118.597
1604,RONSON CORP,RONCQ,5.872999999999999,12.654000000000002,17.455,2.468,0.738,0.983,1.721,9.108,2.555,6.632999999999999,-0.3329999999999999,-29.44,1.832,26.563,5.832000000000001,9.35,26.563,24.842
1605,RONSON CORP,RONCQ,6.196000000000001,14.72,19.807,3.769,0.616,1.093,1.709,9.437,2.795,7.074,0.067,-29.555,1.876,29.244,9.4013,11.094,29.244,27.535
1606,RONSON CORP,RONCQ,6.188,15.401,18.075,3.554,0.591,0.038,0.629,8.171,3.076,8.624,-0.597,-30.586,1.743,26.246,8.2297,12.414,26.246,25.617
1607,RONSON CORP,RONCQ,4.1080000000000005,14.837,18.053,5.455,0.622,-1.4269999999999998,-0.805,6.134,1.839,7.149,-1.652,-33.668,1.288,24.187,2.0336,14.931,24.187,24.992
9072,ROTECH HEALTHCARE INC,ROHIQ,152.55200000000002,315.41900000000004,148.494,499.791,65.62100000000001,10.258,75.87899999999999,396.039,9.502,65.203,-246.926,-763.4960000000001,64.635,544.533,0.8927,567.474,544.533,468.654
9073,ROTECH HEALTHCARE INC,ROHIQ,142.716,298.541,121.205,512.863,63.447,23.031,86.478,358.664,10.595,57.61600000000001,-21.081,-785.0269999999999,69.47800000000001,479.869,9.4502,571.773,479.869,393.391
9074,ROTECH HEALTHCARE INC,ROHIQ,147.089,291.062,106.313,510.909,60.215,49.777,109.992,390.11300000000006,10.02,56.593,-4.203,-789.648,70.633,496.426,48.4142,568.631,496.426,386.434
9075,ROTECH HEALTHCARE INC,ROHIQ,125.751,277.04400000000004,98.759,511.065,60.027,45.948,105.975,385.032,12.188,59.117,-14.759,-804.703,79.555,483.791,32.3838,571.216,483.791,377.816
1608,ROWE COMPANIES,ROWC,69.67,174.292,210.41,63.475,8.889,11.001,19.89,124.2,37.207,56.707,2.02,31.111,24.544,334.61,28.6997,125.469,334.61,314.72
1609,ROWE COMPANIES,ROWC,63.349,130.06799999999998,171.035,34.312,7.212999999999999,6.115,13.328,108.35,32.387,39.57,2.546,34.204,19.989,279.385,38.3131,78.15100000000002,279.385,266.057
1610,ROWE COMPANIES,ROWC,70.858,139.121,184.565,33.045,7.079,3.1830000000000003,10.262,110.638,37.781,42.593,0.89,34.788000000000004,16.522000000000002,295.203,66.9024,86.441,295.203,284.941
1611,ROWE COMPANIES,ROWC,68.668,134.216,199.751,34.183,6.156000000000001,-15.65,-9.494,99.64,42.677,40.249,-5.305,29.609,17.148,299.391,34.5592,86.617,299.391,308.885
8716,RRI ENERGY INC,RRI.3,3173.2490000000003,10567.133,10493.577,3177.691,372.616,11.192,383.8080000000001,383.8080000000001,275.437,2693.243,-327.81199999999995,-2224.891,1043.637,10877.385,4797.6228,6617.26,10877.385,10493.577
8717,RRI ENERGY INC,RRI.3,2784.667,9456.53,9886.739,2902.3459999999995,424.432,897.553,1321.985,1321.985,285.408,1603.184,365.107,-1738.5839999999998,1082.746,11208.723999999998,9041.7792,4979.496,11208.723999999998,9886.739
8718,RRI ENERGY INC,RRI.3,4361.395,10635.153,12533.739,2871.4440000000004,336.531,-317.06,19.471,19.471,315.001,2945.178,-739.675,-2461.106,1120.644,12553.21,2021.9191,6857.509,12553.21,12533.739
8719,RRI ENERGY INC,RRI.3,1977.65,7460.694,1758.3339999999998,1949.771,269.191,-202.686,66.505,66.505,331.584,929.963,402.812,-2020.975,152.569,1824.839,2017.9359,3222.307,1824.839,1758.3339999999998
1616,RYAN'S RESTAURANT GROUP INC,RYAN,29.084,583.129,599.376,178.0,30.238000000000003,79.248,109.486,147.06799999999998,5.091,53.043,45.04600000000001,281.007,4.806,746.444,661.2776,266.375,746.444,636.9580000000001
1617,RYAN'S RESTAURANT GROUP INC,RYAN,21.464,613.0790000000001,621.431,202.0,30.226,85.789,116.015,154.049,5.119,46.644,50.385,275.67,7.749,775.48,485.1558,292.598,775.48,659.465
1618,RYAN'S RESTAURANT GROUP INC,RYAN,25.466,651.689,649.559,196.0,32.503,82.428,114.931,156.953,5.648,50.458,49.823,313.685,4.293,806.512,632.6662,294.749,806.512,691.581
1619,RYAN'S RESTAURANT GROUP INC,RYAN,23.73,684.346,673.01,164.25,34.194,79.556,113.75,155.166,5.611000000000001,69.124,46.926,349.838,4.638999999999999,828.176,645.9438,288.74,828.176,714.426
1620,S & K FAMOUS BRANDS INC,SKFBQ,60.13399999999999,80.456,103.729,4.458,3.989,5.412000000000001,9.401,84.807,53.72,20.283,3.131,49.362,0.23,188.536,46.0835,28.758000000000006,188.536,179.135
1621,S & K FAMOUS BRANDS INC,SKFBQ,59.678,80.71,105.465,0.0,3.971,5.994,9.965,87.995,52.766000000000005,22.301,3.866,53.135,0.435,193.46,40.8868,26.153,193.46,183.495
1622,S & K FAMOUS BRANDS INC,SKFBQ,53.84,75.191,97.377,13.8,3.983,5.361000000000001,9.344,85.65299999999999,47.335,16.605,2.784,39.059,0.252,183.03,30.0699,34.971,183.03,173.68599999999998
1623,S & K FAMOUS BRANDS INC,SKFBQ,53.465,75.133,81.101,21.708,3.863,-5.459,-1.596,75.878,44.888000000000005,14.161,-3.933,33.746,0.3989999999999999,156.97899999999998,11.2231,40.278,156.97899999999998,158.575
1648,SANDS REGENT,SNDS.1,7.135,55.446000000000005,38.821,12.62,3.53,4.292,7.822,16.84,0.637,5.547999999999999,1.868,43.18600000000001,1.286,55.661,14.9611,19.915,55.661,47.839
1649,SANDS REGENT,SNDS.1,8.946,91.593,43.077,33.799,4.427,4.904,9.331,19.272,0.775,10.4,6.891,50.077,0.7140000000000001,62.349,46.4748,46.051,62.349,53.018
1650,SANDS REGENT,SNDS.1,6.349,87.527,54.322,17.744,6.221,7.847,14.068,26.81,0.6920000000000001,8.171,3.809,53.885,0.581,81.132,67.9965,28.124,81.132,67.064
1651,SANDS REGENT,SNDS.1,11.138,104.406,61.56,25.11,7.367999999999999,6.79,14.158,30.714,0.669,13.807,2.431,56.112,1.484,92.274,103.327,41.617,92.274,78.116
4044,SATCON TECHNOLOGY CORP,SATCQ,34.41,36.897,51.338,0.0,1.295,-11.805,-10.51,11.184,11.457,22.405,-13.205,-191.922,11.871,62.522,79.794,27.383000000000006,62.522,73.032
4045,SATCON TECHNOLOGY CORP,SATCQ,43.834,48.692,48.07,0.0,1.264,-23.378,-22.114,4.466,11.899,29.305,-29.871,-233.338,17.779,52.536,199.0018,40.093,52.536,74.65
4046,SATCON TECHNOLOGY CORP,SATCQ,148.779,156.063,127.815,9.059,1.546,-6.279,-4.7330000000000005,45.487,40.543,81.618,-11.819,-244.905,73.888,173.30200000000002,530.5995,108.072,173.30200000000002,178.035
4047,SATCON TECHNOLOGY CORP,SATCQ,124.189,135.957,185.783,10.975,1.92,-69.36,-67.44,2.769,49.938,120.442,-83.449,-328.355,50.197,188.552,73.0946,157.783,188.552,255.992
8296,SCO GROUP INC,SCOXQ,82.28,94.952,18.536,0.0,4.5760000000000005,13.304,17.88,60.718,0.298,45.112,5.4270000000000005,-198.841,9.385,79.25399999999999,233.6256,45.62,79.25399999999999,61.374
8297,SCO GROUP INC,SCOXQ,48.24,55.4,25.981,0.0,3.683,-22.368,-18.685,16.828,0.248,32.827,-23.35,-222.153,6.638,42.809,52.6447,33.698,42.809,61.494
8298,SCO GROUP INC,SCOXQ,24.924,28.948,17.619,0.0,3.0660000000000003,-11.899,-8.833,18.385,0.203,16.255,-10.726,-233.252,6.343,36.004,67.6538,17.611,36.004,44.837
8299,SCO GROUP INC,SCOXQ,22.279,23.409,16.565,0.0,3.009,-17.357,-14.348,12.674,0.2189999999999999,15.135,-16.598,-249.752,5.122999999999999,29.239,53.5788,15.327,29.239,43.587
2632,SHARPER IMAGE CORP,SHRPQ,235.028,309.555,318.535,0.0,16.426,42.746,59.172,328.976,110.058,103.694,25.254,92.562,21.196,647.511,554.0797,119.629,647.511,588.339
2633,SHARPER IMAGE CORP,SHRPQ,269.232,376.1,391.538,0.0,21.056,25.683000000000003,46.739,368.465,124.038,135.844,14.65,102.54,25.638,760.003,268.9564,170.093,760.003,713.2639999999999
2634,SHARPER IMAGE CORP,SHRPQ,208.125,326.401,394.8730000000001,0.0,27.109,-28.424,-1.315,274.12,104.298,112.635,-16.136,68.071,27.247,668.993,134.84,144.356,668.993,670.308
2635,SHARPER IMAGE CORP,SHRPQ,132.082,263.994,348.56699999999995,2.031,27.591,-94.195,-66.604,176.68400000000003,76.77199999999999,110.751,-59.894,8.177,13.076,525.251,145.5376,140.828,525.251,591.855
5740,SHELLS SEAFOOD RESTRNTS INC,SHLLQ,3.353,13.519,37.248000000000005,3.495,1.058,0.048,1.106,4.316,0.397,7.992000000000001,-1.3430000000000002,-14.511,0.469,41.56399999999999,7.109,12.575,41.56399999999999,40.458
5741,SHELLS SEAFOOD RESTRNTS INC,SHLLQ,2.339,17.438,40.56,1.001,1.499,-1.587,-0.088,3.927,0.499,7.181,-1.852,-18.098,0.154,44.487,15.1669,9.776,44.487,44.575
5742,SHELLS SEAFOOD RESTRNTS INC,SHLLQ,1.695,13.837,43.138000000000005,0.172,2.19,-1.319,0.871,4.692,0.544,6.141,-3.003,-21.101,0.034,47.83,12.3109,8.976,47.83,46.959
5743,SHELLS SEAFOOD RESTRNTS INC,SHLLQ,2.41,11.479,38.853,0.659,1.716,-2.67,-0.954,2.6060000000000003,0.446,7.122000000000001,-4.4,-25.501,1.099,41.459,3.0599,10.579,41.459,42.413
7148,SHERWOOD BRANDS INC,SHDBQ,17.840999999999998,22.804,41.393,0.975,0.4039999999999999,3.708,4.112,16.924,14.709,10.356,2.218,3.218,1.977,58.317,16.28,11.575,58.317,54.205
7149,SHERWOOD BRANDS INC,SHDBQ,21.73,31.391,37.034,2.161,0.68,1.654,2.334,15.748,15.956,15.512,0.325,3.53,4.103,52.782,18.7389,18.004,52.782,50.448
7150,SHERWOOD BRANDS INC,SHDBQ,17.058,26.502,36.719,1.574,0.962,-1.768,-0.8059999999999999,12.444,13.719,16.389,-5.371,-1.809,1.919,49.163,6.685,18.427,49.163,49.969
7151,SHERWOOD BRANDS INC,SHDBQ,12.14,20.406,33.585,1.024,1.141,-1.42,-0.2789999999999999,12.296,9.591,14.494000000000002,-4.101,-5.909,1.093,45.881,8.2759,16.382,45.881,46.16
7012,SHOE PAVILION INC,SHOEQ,39.151,43.958,54.424,0.0,1.4069999999999998,3.543,4.95,31.346,35.654,20.042,2.061,6.581,0.131,85.77,20.607,23.401,85.77,80.82
7013,SHOE PAVILION INC,SHOEQ,43.846,52.205,65.03,0.209,1.558,5.011,6.569,37.48,41.097,20.525,2.633,9.214,1.091,102.51,54.3155,26.034,102.51,95.941
7014,SHOE PAVILION INC,SHOEQ,69.918,86.916,85.35600000000001,0.368,1.908,4.258,6.166,45.949,62.636,35.81,1.865,11.079,2.43,131.305,70.3978,45.758,131.305,125.139
7015,SHOE PAVILION INC,SHOEQ,63.376000000000005,80.438,110.78,1.043,2.958,-10.581,-7.622999999999999,41.791,54.566,42.643,-16.294,-5.425,4.916,152.571,10.1145,55.398,152.571,160.194
2388,SILICON GRAPHICS INC,SGICQ,631.613,910.119,610.2280000000001,308.631,160.184,-34.085,126.099,731.1569999999999,109.41,536.948,-46.323,-1488.374,193.992,1341.385,583.9957,964.76,1341.385,1215.286
2389,SILICON GRAPHICS INC,SGICQ,432.893,649.854,477.321,291.956,95.493,-101.363,-5.87,484.427,71.426,431.404,-129.704,-1625.974,133.166,961.748,232.5281,814.745,961.748,967.618
2390,SILICON GRAPHICS INC,SGICQ,396.205,569.924,412.67,264.212,80.175,-25.348000000000003,54.827,426.332,66.938,320.55400000000003,-45.77,-1666.329,113.901,839.002,573.1946,692.602,839.002,784.175
2391,SILICON GRAPHICS INC,SGICQ,316.471,452.145,406.014,261.992,59.062,-72.384,-13.322,323.951,75.66199999999999,267.481,-76.008,-1739.429,107.716,729.965,188.287,643.3330000000002,729.965,743.2869999999999
9176,SIRVA INC  -REDH,SRVA,944.313,1819.064,3016.402,551.477,47.432,61.88399999999999,109.316,459.54,258.607,726.0369999999999,-69.063,-73.814,376.3080000000001,3475.942,1415.9566,1417.0970000000002,3475.942,3366.626
9177,SIRVA INC  -REDH,SRVA,657.7,1346.8,3276.5,434.7,41.9,-62.5,-20.6,404.7,202.7,668.7,-265.4,-381.2,351.3,3681.2,591.544,1250.0,3681.2,3701.8
9178,SIRVA INC  -REDH,SRVA,799.8,1419.2,3497.7,429.7,34.5,-3.8,30.7,367.6,310.8,765.0,-54.6,-423.7,363.7,3865.3,257.3982,1360.4,3865.3,3834.6
9179,SIRVA INC  -REDH,SRVA,679.2,894.4,3648.1,1.6,28.7,-23.7,5.0,321.8,307.1,1076.7,-412.7,-808.4,280.0,3969.9,7.5859,1149.0,3969.9,3964.9
1940,SIX FLAGS ENTERTAINMENT CORP,SIX,199.962,3493.119,549.6469999999999,2128.756,145.373,186.947,332.32,540.035,27.933000000000003,272.57,-110.938,-1059.047,51.308,1089.682,718.5874,2459.263,1089.682,757.362
1941,SIX FLAGS ENTERTAINMENT CORP,SIX,132.875,3187.616,496.321,2126.888,132.295,77.122,209.417,449.344,23.126,291.421,-305.618,-1394.045,40.843,945.665,494.5774,2476.984,945.665,736.248
1942,SIX FLAGS ENTERTAINMENT CORP,SIX,120.405,2945.3190000000004,513.239,2239.073,138.787,76.376,215.163,459.541,26.361,217.322,-253.159,-1648.6229999999998,26.512,972.78,193.3372,2496.966,972.78,757.617
1943,SIX FLAGS ENTERTAINMENT CORP,SIX,296.748,3030.845,505.707,2112.272,139.609,161.642,301.251,515.591,24.909,442.845,-112.963,-1850.614,20.057,1021.298,30.2951,2757.894,1021.298,720.047
6284,SMF ENERGY CORP,FUELQ,33.607,46.984,220.861,8.794,2.696,-1.969,0.727,14.354,2.535,34.648,-6.769,-27.813,30.169,235.215,8.7336,43.932,235.215,234.488
6285,SMF ENERGY CORP,FUELQ,18.732,30.118,159.537,4.883,2.438,1.685,4.123,17.517,1.959,18.336,-2.339,-30.152,15.878,177.054,13.2553,23.589,177.054,172.93099999999998
6286,SMF ENERGY CORP,FUELQ,20.033,29.578000000000003,153.227,3.916,2.158,1.398,3.556,16.086,1.744,18.388,0.465,-29.687,17.53,169.313,10.4395,22.522,169.313,165.757
6287,SMF ENERGY CORP,FUELQ,23.79,33.519,194.113,11.489,1.955,2.351,4.306,17.526,2.125,14.029000000000002,1.263,-28.424,20.872,211.639,11.6301,25.518,211.639,207.333
1052,SMURFIT-STONE CONTAINER CORP,SSCC,1184.0,9114.0,7026.0,4536.0,408.0,191.0,599.0,1370.0,734.0,1188.0,-327.0,-2219.0,363.0,8396.0,3608.4188,7232.0,8396.0,7797.0
1053,SMURFIT-STONE CONTAINER CORP,SSCC,926.0,7777.0,5808.0,3550.0,377.0,295.0,672.0,1349.0,538.0,1067.0,-59.0,-2329.0,345.0,7157.0,2695.9786,5970.0,7157.0,6485.0
