,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
2054,SYSTEMS & COMPUTER TECH CORP,SCTC.,233.52,349.43,157.514,31.99,8.5,30.552,39.052,112.125,0.0,70.41199999999999,17.502,135.106,79.132,269.639,354.6677,108.458,269.639,230.587
4160,T-3 ENERGY SERVICES INC,TTES,49.055,140.78799999999998,63.103,7.058,3.181,14.413,17.594,40.115,18.268,22.418000000000003,4.513,-13.974,22.007,103.218,102.7089,31.576,103.218,85.624
4161,T-3 ENERGY SERVICES INC,TTES,64.033,162.643,99.509,0.0,3.51,28.91,32.42,63.636,27.227,28.995,18.092,4.095,25.648000000000003,163.145,237.3021,32.483000000000004,163.145,130.725
4162,T-3 ENERGY SERVICES INC,TTES,110.337,300.562,132.485,61.423,4.971,40.761,45.732,84.949,47.457,36.204,25.25,30.19,44.18,217.43400000000003,579.1632,109.914,217.43400000000003,171.702
4163,T-3 ENERGY SERVICES INC,TTES,116.798,287.112,164.702,18.753,8.349,53.96,62.309,120.627,58.422,45.61,12.997,40.04,47.822,285.329,118.4437,76.017,285.329,223.02
4164,T-3 ENERGY SERVICES INC,TTES,103.682,279.821,129.95,0.0,8.932,21.684,30.616,88.51100000000001,53.68899999999999,31.572,16.165,57.968,28.45,218.461,332.469,40.725,218.461,187.845
4910,TALBOTS INC,TLB,651.847,1502.979,1433.419,308.377,130.933,-23.275,107.658,897.692,329.10400000000004,443.044,-188.841,552.331,213.893,2331.111,531.0957,1048.2,2331.111,2223.453
4911,TALBOTS INC,TLB,569.7769999999999,971.293,965.259,258.0,84.52600000000001,-80.596,3.93,574.811,206.593,583.457,-555.659,-86.35700000000001,196.428,1540.07,112.4133,1149.39,1540.07,1536.14
4912,TALBOTS INC,TLB,476.847,825.818,746.9689999999999,0.0,74.309,9.799,84.10799999999999,530.763,142.696,738.789,-29.412,-99.869,166.55200000000002,1277.732,619.3,1011.454,1277.732,1193.624
4913,TALBOTS INC,TLB,351.112,668.5160000000001,693.7310000000001,0.0,61.501000000000005,56.646,118.147,558.629,158.04,255.195,10.815,-89.09100000000001,145.472,1252.36,383.6305,484.93,1252.36,1134.213
4914,TALBOTS INC,TLB,345.41,644.182,752.9739999999999,0.0,54.559,-85.501,-30.942,425.776,164.734,370.17800000000005,-111.889,-265.38,141.90200000000002,1178.75,228.3098,628.207,1178.75,1209.692
10045,TALEO CORP,TLEO,127.324,164.676,33.694,0.016,6.934,3.682,10.616,94.247,0.0,57.413,3.883,-49.29,34.989000000000004,127.941,757.6628,62.237,127.941,117.325
10046,TALEO CORP,TLEO,116.214,283.189,41.192,0.519,16.453,-6.428999999999999,10.024,127.227,0.0,96.62,-8.128,-77.747,55.254,168.419,243.6774,110.768,168.419,158.395
10047,TALEO CORP,TLEO,304.191,456.377,38.655,0.107,27.437,-1.41,26.027,159.757,0.0,101.667,1.293,-74.42699999999999,49.427,198.412,929.2282,119.168,198.412,172.385
10048,TALEO CORP,TLEO,223.815,523.836,49.716,0.046,28.72,0.679,29.399,187.55900000000003,0.0,135.878,0.42,-73.22399999999999,64.154,237.275,1124.5808,155.321,237.275,207.876
10049,TALEO CORP,TLEO,232.42,574.722,68.212,0.0069999999999999,35.16,-5.239,29.921,247.183,0.0,176.18400000000003,-17.430999999999997,-93.569,93.757,315.395,1612.5605,195.495,315.395,285.474
5665,TALK AMERICA HOLDINGS INC,TALK,50.698,165.22099999999998,235.153,152.37,34.39,-30.338,4.052,260.317,0.0,87.273,-224.667,-425.86300000000006,26.647,495.47,33.3957,239.643,495.47,491.418
5666,TALK AMERICA HOLDINGS INC,TALK,81.26100000000001,187.511,155.567,100.855,17.317999999999998,52.899,70.217,161.94,0.0,63.19,97.062,-328.801,27.843000000000004,317.507,153.832,164.045,317.507,247.29
5667,TALK AMERICA HOLDINGS INC,TALK,105.595,247.178,181.682,31.791,18.344,66.288,84.632,202.011,0.0,93.235,81.817,-246.984,40.321,383.693,307.1578,144.035,383.693,299.061
5668,TALK AMERICA HOLDINGS INC,TALK,138.06799999999998,241.728,225.24400000000003,1.717,22.904,59.32899999999999,82.23299999999999,245.768,0.0,84.584,36.812,-210.172,48.873000000000005,471.012,178.9849,100.207,471.012,388.779
5669,TALK AMERICA HOLDINGS INC,TALK,118.281,288.689,243.925,1.289,44.937,42.774,87.711,218.815,0.0,88.73899999999999,26.161,-184.011,43.6,462.74,262.0758,96.902,462.74,375.029
6675,TALX CORP,TALX,33.326,172.795,50.533,12.022,8.306000000000001,22.38,30.686,75.581,1.115,31.71,12.969,-34.879,18.082,126.114,176.4262,49.612,126.114,95.428
6676,TALX CORP,TALX,37.649,213.99,45.042,40.012,8.211,21.228,29.439,79.35300000000001,1.714,31.653,12.692,-25.587,15.456,124.395,299.5736,80.173,124.395,94.956
6677,TALX CORP,TALX,49.41,246.919,54.093,57.5,10.624,33.14,43.764,104.302,3.713,24.594,16.61,-12.667,19.718,158.395,379.1808,95.055,158.395,114.631
6678,TALX CORP,TALX,58.149,347.545,63.738,110.802,13.242,55.089,68.331,143.689,5.9110000000000005,29.658,30.49,13.589,31.527,207.427,917.768,161.247,207.427,139.096
6679,TALX CORP,TALX,66.289,456.417,78.795,176.577,20.059,72.96,93.019,191.763,6.199,34.478,33.806,32.52,33.71,270.558,1054.0641,261.105,270.558,177.53900000000002
8870,TANOX INC,TNOX,138.287,251.211,0.0,15.0,2.057,-32.768,-30.711,0.56,0.0,10.695,-26.022,-78.73899999999999,3.552,0.56,395.9104,25.695,0.56,31.271
8871,TANOX INC,TNOX,168.765,251.856,26.143,15.0,2.231,-4.587,-2.356,-2.356,0.0,14.199000000000002,-4.638,-82.851,4.892,23.787,652.1526,29.199,23.787,26.143
8872,TANOX INC,TNOX,173.78,238.553,31.624,5.0,2.609,-13.727,-11.118,-11.118,0.0,9.355,-10.29,-92.657,8.242,20.506,668.4504,14.355,20.506,31.624
8873,TANOX INC,TNOX,185.575,229.936,50.976000000000006,0.0,4.074,-10.363,-6.289,-6.289,0.0,16.495,-19.424,-112.575,30.256,44.687,735.2094,16.495,44.687,50.976000000000006
8874,TANOX INC,TNOX,189.702,232.108,60.881,0.0,4.593,-9.337,-4.744,-4.744,0.0,10.905,-2.568,-115.768,14.632,56.137,905.6689,11.905,56.137,60.881
4645,TARANTELLA INC,3TTLA,62.192,82.20200000000001,34.794000000000004,0.545,7.002000000000001,-40.55,-33.548,114.129,0.0,45.538,-56.953,-87.738,24.269,148.923,115.8433,51.0,148.923,182.471
4646,TARANTELLA INC,3TTLA,22.966,35.591,12.229,0.002,5.086,-33.358000000000004,-28.272,54.433,0.0,12.944,-5.735,-99.125,7.602,66.66199999999999,14.8433,14.797,66.66199999999999,94.934
4647,TARANTELLA INC,3TTLA,11.382,13.598,0.534,0.0,0.975,-12.079,-11.104,14.182,0.0,7.119,-15.786,-114.628,3.281,14.716,10.6673,7.3820000000000014,14.716,25.82
4648,TARANTELLA INC,3TTLA,7.657999999999999,12.388,0.62,0.0,0.935,-7.015,-6.08,13.386,0.0,9.884,-9.684,-124.281,3.155,14.005999999999998,15.5467,9.92,14.005999999999998,20.086
4649,TARANTELLA INC,3TTLA,12.559,16.594,1.161,0.0,1.142,-12.776,-11.634,11.327,0.0,10.188,-15.655,-140.305,2.316,12.488,38.5742,10.998,12.488,24.122
6415,TARGET LOGISTICS INC,TLG.1,22.414,37.191,75.773,0.061,0.428,0.239,0.667,37.608,0.0,21.551,0.84,-11.314,17.601,113.381,9.1343,21.612,113.381,112.714
6416,TARGET LOGISTICS INC,TLG.1,27.897,41.176,84.861,0.076,0.433,1.327,1.76,41.228,0.0,23.282,0.54,-11.095,20.506,126.089,14.2443,23.358,126.089,124.329
6417,TARGET LOGISTICS INC,TLG.1,28.789,42.6,93.913,0.037,0.6,2.854,3.454,44.479,0.0,23.005,1.561,-9.854,20.935,138.392,19.7938,23.44,138.392,134.938
6418,TARGET LOGISTICS INC,TLG.1,29.798,45.251000000000005,110.098,0.284,0.616,4.776,5.392,50.271,0.0,23.015,2.7060000000000004,-7.379,21.596,160.369,63.4989,23.57,160.369,154.977
6419,TARGET LOGISTICS INC,TLG.1,34.219,49.979,126.501,0.163,0.8170000000000001,2.944,3.761,53.524,0.0,26.407,1.629,-5.874,26.365,180.025,35.7925,26.675,180.025,176.264
5585,TARRANT APPAREL GROUP,TAGS.1,77.749,131.811,126.64,10.875,7.853,-20.415,-12.562,28.813,19.144,90.044,-104.677,-90.803,53.88,155.453,70.3086,101.133,155.453,168.015
5586,TARRANT APPAREL GROUP,TAGS.1,98.551,151.24200000000002,171.50400000000002,6.205,0.727,4.827,5.553999999999999,43.144,31.629,109.555,0.993,-89.62200000000001,62.864,214.648,32.3872,115.807,214.648,209.094
5587,TARRANT APPAREL GROUP,TAGS.1,72.143,111.132,184.12,11.213,0.455,9.932,10.387,48.282,17.774,81.93700000000001,-22.221,-107.247,51.793,232.402,44.8997,93.155,232.402,222.015
5588,TARRANT APPAREL GROUP,TAGS.1,56.511,70.98899999999999,194.769,0.0,0.415,9.5,9.915,48.951,13.140999999999998,49.685,1.7480000000000002,-106.293,41.435,243.72,37.171,49.685,243.72,233.805
5589,TARRANT APPAREL GROUP,TAGS.1,54.543,60.019,158.996,0.0,0.317,-0.5710000000000001,-0.254,36.312,7.066,44.99,-11.081,-118.871,40.781,195.308,16.4907,50.154,195.308,195.562
2090,TASTY BAKING CO,TSTY,29.161,112.291,103.495,18.385,6.566,5.364,11.93,64.22,6.926,19.791,4.196000000000001,27.024,17.769000000000002,167.715,72.828,64.02199999999999,167.715,155.785
2091,TASTY BAKING CO,TSTY,30.984,124.521,108.291,26.7,10.007,3.335,13.342,61.627,7.718999999999999,16.954,2.128,25.753,19.358,169.918,67.7997,77.085,169.918,156.576
2092,TASTY BAKING CO,TSTY,34.674,159.197,118.818,58.393,13.26,-7.516,5.744,55.148,7.19,23.732,-6.806,11.054,21.519,173.96599999999998,27.676,126.23,173.96599999999998,168.222
2093,TASTY BAKING CO,TSTY,31.799,189.47,118.38,89.53399999999999,17.035,-7.381,9.654,62.182,6.767,31.865,-3.389,5.212000000000001,19.48,180.562,55.4485,161.686,180.562,170.908
2094,TASTY BAKING CO,TSTY,29.56,153.84,124.418,1.0659999999999998,13.962,-18.735,-4.773,47.25,7.454,144.002,-45.178,-39.835,19.016,171.668,54.7561,170.821,171.668,176.44099999999997
5990,TB WOOD'S CORP,TBWC,37.312,77.57600000000001,65.292,5.436,5.671,4.242,9.913,39.091,19.957,34.72,-1.05,3.818,14.633,104.383,34.9575,51.163,104.383,94.47
5991,TB WOOD'S CORP,TBWC,40.072,76.407,61.178,25.371,5.84,0.762,6.602,35.236999999999995,21.634,15.291,-0.36,3.154,15.75,96.415,42.2628,50.989,96.415,89.81299999999999
5992,TB WOOD'S CORP,TBWC,38.069,69.37,66.869,16.708,5.422999999999999,1.352,6.775,34.646,20.418,21.885,4.618,7.101,15.11,101.515,32.383,39.635,101.515,94.74
5993,TB WOOD'S CORP,TBWC,36.886,67.753,72.42699999999999,25.829,4.765,5.988,10.753,38.47,15.579,20.315,2.38,9.065,15.797,110.897,25.5507,46.235,110.897,100.144
5994,TB WOOD'S CORP,TBWC,40.669,72.768,76.273,23.884,4.517,9.504,14.021,42.662,19.668,22.088,4.114,12.977,18.404,118.935,64.155,46.222,118.935,104.914
5040,TBA ENTERTAINMENT CORP,TBA,19.484,43.15,31.863000000000003,3.72,1.79,1.548,3.338,16.301,0.563,11.591,1.526,0.032,3.593,48.164,43.6581,15.311,48.164,44.826
5041,TBA ENTERTAINMENT CORP,TBA,10.942,40.333,62.125,4.428999999999999,2.794,0.8,3.594,26.907,0.401,10.661,0.1009999999999999,0.134,4.477,89.03200000000001,29.5628,15.09,89.03200000000001,85.43799999999999
5042,TBA ENTERTAINMENT CORP,TBA,6.435,34.408,41.0,7.341,2.898,-3.257,-0.359,19.405,0.0,9.347,-6.931,-6.797999999999999,1.574,60.405,26.1351,16.688,60.405,60.764
5043,TBA ENTERTAINMENT CORP,TBA,5.176,28.139,33.009,3.562,0.6779999999999999,-0.034,0.644,16.123,0.0,9.01,-2.164,-8.962,1.994,49.132,10.0205,12.572,49.132,48.488
5044,TBA ENTERTAINMENT CORP,TBA,7.745,20.656,32.977,3.069,0.324,1.008,1.332,14.955,0.0,11.693,-9.814,-18.776,3.242,47.932,5.9,14.762,47.932,46.6
2055,TBC CORP,TBCC,307.79900000000004,450.633,742.6189999999999,113.531,11.018,39.973,50.99100000000001,160.121,168.141,151.155,18.724,162.19799999999998,114.877,902.74,95.5342,276.581,902.74,851.7489999999999
2056,TBC CORP,TBCC,318.599,462.96,730.308,101.0,13.993,43.904,57.897,278.97,172.43099999999998,151.392,21.01,180.436,115.37,1009.278,281.2302,268.641,1009.278,951.381
2057,TBC CORP,TBCC,317.773,473.871,795.1310000000001,79.7,12.689,49.932,62.621,314.532,170.86700000000002,151.157,27.382,204.304,119.708,1109.663,255.7169,250.751,1109.663,1047.042
2058,TBC CORP,TBCC,413.03,781.977,866.172,208.62,18.228,59.666,77.89399999999999,452.359,265.317,275.672,33.359,237.307,122.573,1318.531,565.3681,518.582,1318.531,1240.637
2059,TBC CORP,TBCC,488.598,864.753,1133.0510000000002,167.34900000000002,27.573,73.87899999999999,101.452,722.367,291.745,349.98800000000006,37.196,272.343,149.961,1855.418,620.2736,562.086,1855.418,1753.966
2895,TECHNOLOGY MONITORING SOLTNS,TMSG,5.613,11.94,1.768,12.382,1.872,-5.553,-3.681,7.018,0.135,2.6460000000000004,-7.202000000000001,-70.089,1.942,8.786,6.6836,15.028,8.786,12.467
2896,TECHNOLOGY MONITORING SOLTNS,TMSG,3.147,9.781,1.742,13.28,2.126,-3.523,-1.3969999999999998,7.96,0.1939999999999999,3.776,-4.601,-75.762,2.446,9.702,2.1598,17.055999999999994,9.702,11.099
2897,TECHNOLOGY MONITORING SOLTNS,TMSG,2.997,9.83,2.402,13.127,2.123,-0.711,1.412,9.937,0.285,5.562,-1.923,-78.84,1.877,12.339,3.8938,18.689,12.339,10.927
2898,TECHNOLOGY MONITORING SOLTNS,TMSG,2.189,8.277999999999999,2.295,15.265999999999998,1.2,0.288,1.4880000000000002,8.345,0.2239999999999999,2.647,-1.007,-81.093,1.717,10.64,9.288,17.913,10.64,9.152
2899,TECHNOLOGY MONITORING SOLTNS,TMSG,2.383,8.51,1.941,2.402,1.182,-0.295,0.887,7.922999999999999,0.325,2.004,-1.207,-84.23700000000001,1.4280000000000002,9.864,2.186,4.503,9.864,8.977
2100,TECHNOLOGY RESEARCH CORP,TRCI,24.135,29.144,33.723,2.0,1.255,2.72,3.975,11.897,9.633,8.742,1.751,6.445,10.73,45.62,42.3623,10.986,45.62,41.645
2101,TECHNOLOGY RESEARCH CORP,TRCI,22.447,28.279,28.183000000000003,2.0,1.185,-1.221,-0.036,9.809,9.294,6.415,1.462,7.463999999999999,7.834,37.992,28.9739,8.554,37.992,38.028
2102,TECHNOLOGY RESEARCH CORP,TRCI,20.758000000000003,24.95,26.683000000000003,0.0,1.217,0.1369999999999999,1.354,10.477,7.787999999999999,5.024,0.356,7.346,7.638999999999999,37.16,16.7865,5.061,37.16,35.806
2103,TECHNOLOGY RESEARCH CORP,TRCI,21.853,25.479,21.744,0.0,1.159,0.923,2.082,11.989,8.013,3.85,1.64,8.524,6.002999999999999,33.733000000000004,9.7796,3.998,33.733000000000004,31.651
2104,TECHNOLOGY RESEARCH CORP,TRCI,20.988000000000003,33.538000000000004,20.176,0.0,1.02,4.708,5.728,14.657,7.315,3.277,2.838,10.867,4.428999999999999,34.833,31.8313,6.778,34.833,29.105
4045,TECHNOLOGY SOLUTIONS CO,TSCC,36.922,53.084,30.538,0.0,0.42,-9.892,-9.472,5.987,0.0,11.29,-8.547,-81.077,6.182,36.525,52.0046,11.29,36.525,45.997
4046,TECHNOLOGY SOLUTIONS CO,TSCC,27.875,32.799,35.511,0.0,1.3769999999999998,-10.174,-8.797,5.984,0.0,8.151,-17.405,-98.447,7.158,41.495,17.9056,8.151,41.495,50.292
4047,TECHNOLOGY SOLUTIONS CO,TSCC,25.14,26.042,35.542,0.0,1.092,-6.445,-5.353,7.08,0.0,7.962000000000001,-8.834,-107.311,11.055,42.622,17.2732,7.9620000000000015,42.622,47.975
4048,TECHNOLOGY SOLUTIONS CO,TSCC,14.723,15.434,24.157,0.0,0.261,-8.621,-8.36,2.229,0.0,5.2620000000000005,-8.295,-115.606,3.513,26.386,7.1908,5.2620000000000005,26.386,34.746
4049,TECHNOLOGY SOLUTIONS CO,TSCC,10.328,10.609000000000002,5.446000000000001,0.0,0.293,-2.235,-1.942,0.856,0.0,1.266,-0.406,-116.734,1.154,6.3020000000000005,2.6933,1.266,6.3020000000000005,8.244
3070,TECHTEAM GLOBAL INC,TEAM.1,81.19,123.01,118.925,10.937,5.489,7.191,12.68,47.572,0.0,30.655,5.468,9.859,43.696000000000005,166.497,99.9272,44.77,166.497,153.817
3071,TECHTEAM GLOBAL INC,TEAM.1,76.367,117.93,120.259,3.174,5.148,4.79,9.938,47.105,0.0,26.196,1.834,14.532,42.332,167.364,116.8425,31.622,167.364,157.42600000000002
3072,TECHTEAM GLOBAL INC,TEAM.1,94.348,182.169,158.34799999999998,31.167,7.006,10.295,17.301,63.848,0.0,51.175,6.296,21.56,69.627,222.196,134.7318,85.13799999999998,222.196,204.895
3073,TECHTEAM GLOBAL INC,TEAM.1,80.90100000000001,167.363,185.73,27.202,7.935,13.515999999999998,21.451,74.225,0.0,38.474,2.968,20.685,59.705,259.955,63.6773,68.63,259.955,238.504
3074,TECHTEAM GLOBAL INC,TEAM.1,64.04899999999999,122.52,154.273,11.050999999999998,6.482,7.662999999999999,14.145,56.968,0.0,27.095,-18.633,3.756,44.31399999999999,211.241,84.60799999999999,38.891,211.241,197.096
2520,TEKELEC,TKLC,777.794,969.257,233.086,125.0,29.86,-25.422,4.438,320.561,49.451,342.404,86.056,171.62099999999998,177.32,553.6469999999999,1019.2511,475.016,553.6469999999999,549.2090000000001
2521,TEKELEC,TKLC,706.19,881.89,155.838,0.0,18.088,36.783,54.871,275.962,20.543000000000003,403.922,-35.336,141.42600000000002,175.453,431.8,843.5,420.703,431.8,376.929
2522,TEKELEC,TKLC,516.677,831.96,136.834,0.0,20.371,72.729,93.1,323.73,23.704,306.306,55.039,195.296,171.63,460.564,882.3076,327.1140000000001,460.564,367.464
2523,TEKELEC,TKLC,684.808,834.008,134.312,0.0,25.53,84.432,109.962,334.949,23.353,243.531,47.402,243.638,158.986,469.261,1029.6122,259.461,469.261,359.29900000000004
2524,TEKELEC,TKLC,493.048,832.387,135.119,0.0,40.305,25.084,65.389,288.844,28.221,206.138,15.009,255.276,168.11700000000002,423.963,817.2285,225.802,423.963,358.574
2105,TEKTRONIX INC,TEK.1,588.304,1391.302,351.76,55.002,33.545,57.001000000000005,90.546,439.288,92.868,236.732,25.329,555.993,123.96,791.048,1788.5115,612.076,791.048,700.502
2106,TEKTRONIX INC,TEK.1,545.03,1330.703,367.781,0.496,29.796,114.664,144.46,552.839,102.101,248.507,116.095,613.313,140.98,920.62,2656.6892,460.1230000000001,920.62,776.16
2107,TEKTRONIX INC,TEK.1,619.126,1460.3429999999998,374.392,0.0,44.9,150.178,195.078,660.262,131.096,251.505,81.596,483.937,172.679,1034.654,1930.2145,474.52,1034.654,839.576
2108,TEKTRONIX INC,TEK.1,736.885,1634.09,353.029,0.0,52.098,148.64600000000002,200.74400000000003,686.841,156.351,271.718,92.355,646.851,184.726,1039.87,2608.684,446.521,1039.87,839.1260000000001
2109,TEKTRONIX INC,TEK.1,619.84,1409.2979999999998,395.888,0.0,53.595,114.669,168.264,709.284,176.267,299.45,90.408,450.047,203.936,1105.172,2375.8318,419.452,1105.172,936.908
5400,TELETOUCH COMMUNICATIONS INC,TLLEQ,19.679,28.569000000000003,33.264,8.629,1.4580000000000002,-0.8759999999999999,0.5820000000000001,21.259,2.401,28.692,-3.075,-59.341,11.32,54.523,11.282,37.321,54.523,53.941
5401,TELETOUCH COMMUNICATIONS INC,TLLEQ,16.899,24.356,26.233,15.103,1.289,0.659,1.948,19.624,1.547,19.704,-1.922,-61.263000000000005,9.758,45.857,6.8673,34.806999999999995,45.857,43.909
5402,TELETOUCH COMMUNICATIONS INC,TLLEQ,14.25,21.684,30.277,14.487,1.2,3.995,5.195,21.682,1.0490000000000002,15.49,1.6,-59.663,6.574,51.959,14.6704,30.327,51.959,46.764
5403,TELETOUCH COMMUNICATIONS INC,TLLEQ,9.787,16.410999999999998,25.184,10.181,0.326,0.373,0.6990000000000001,15.24,1.257,16.789,-2.501,-62.164,5.752000000000001,40.424,20.4704,27.17,40.424,39.725
5404,TELETOUCH COMMUNICATIONS INC,TLLEQ,8.814,14.289,22.001,0.0,1.16,-2.105,-0.945,12.417,1.231,20.476,4.17,-57.994,4.827,34.418,24.371,20.576,34.418,35.363
8180,TENFOLD CORP,TENF,7.654,9.284,10.377,0.0,2.6210000000000004,-0.785,1.836,17.852999999999998,0.0,34.484,-1.188,-91.126,1.418,28.23,5.4204,34.509,28.23,26.394
8181,TENFOLD CORP,TENF,13.489,14.417,8.687999999999999,0.0,0.7659999999999999,10.65,11.416,19.021,0.0,15.857,13.747,-77.37899999999999,1.0,27.709,149.8622,15.857,27.709,16.293
8182,TENFOLD CORP,TENF,5.715,6.415,5.527,0.036,0.356,2.8,3.156,12.066,0.0,4.098,3.4160000000000004,-73.96300000000001,0.314,17.593,41.7393,4.134,17.593,14.437
8183,TENFOLD CORP,TENF,1.716,2.142,2.635,0.01,0.305,-6.643,-6.337999999999999,3.075,0.0,5.078,-5.434,-79.39699999999999,0.211,5.71,9.7537,5.088,5.71,12.048
8184,TENFOLD CORP,TENF,4.461,4.676,2.536,0.0,0.242,-5.51,-5.268,2.462,0.0,2.778,-5.183,-84.58,0.7140000000000001,4.998,15.3641,2.778,4.998,10.265999999999998
7625,TENGTU INTL CORP,TNTU,8.347999999999999,9.231,2.874,1.529,0.286,-0.645,-0.359,3.339,0.003,3.511,0.104,-15.091,0.356,6.212999999999999,58.0642,5.04,6.212999999999999,6.572
7626,TENGTU INTL CORP,TNTU,4.533,27.734,4.767,5.105,0.357,2.47,2.827,9.488,0.0,5.724,1.578,-13.917,0.022,14.255,24.3203,10.829,14.255,11.428
7627,TENGTU INTL CORP,TNTU,4.843,23.827,3.3080000000000003,0.0,0.122,-2.023,-1.901,2.036,0.0,4.066,-1.862,-15.778,0.154,5.343999999999999,37.3285,4.066,5.343999999999999,7.245
7628,TENGTU INTL CORP,TNTU,4.152,5.577999999999999,1.281,0.0,0.108,-3.628,-3.52,1.118,0.511,7.974,-73.016,-88.757,1.207,2.399,89.6087,7.974,2.399,5.919
7629,TENGTU INTL CORP,TNTU,2.633,3.543,2.765,0.0,0.032,-3.795,-3.763,0.521,0.0,6.593999999999999,-4.71,-93.468,0.932,3.286,18.6114,6.593999999999999,3.286,7.049
7875,TERAYON COMMUN SYSTEMS INC,TERN,242.817,275.71,103.777,65.15899999999999,11.572,-95.061,-83.48899999999999,25.626,8.257,69.988,-44.213,-940.277,19.794,129.403,149.8222,138.56799999999998,129.403,212.892
7876,TERAYON COMMUN SYSTEMS INC,TERN,191.348,215.24,101.665,65.081,9.369,-59.29600000000001,-49.927,31.82,16.364,55.405,-50.353,-989.928,33.461,133.485,336.9375,123.852,133.485,183.412
7877,TERAYON COMMUN SYSTEMS INC,TERN,137.625,153.734,100.504,65.081,6.416,-25.702,-19.286,50.034,17.144000000000002,28.571,-36.531,-1026.673,20.704,150.53799999999998,206.7676,97.393,150.53799999999998,169.824
7878,TERAYON COMMUN SYSTEMS INC,TERN,130.47899999999998,146.648,52.487,0.0,3.148,-25.511,-22.363000000000003,38.177,10.915,108.434,-26.951,-1065.465,11.485,90.664,179.3438,125.991,90.664,113.027
7879,TERAYON COMMUN SYSTEMS INC,TERN,46.916,51.97,28.789,0.0,2.059,-14.036,-11.977,47.641000000000005,2.324,24.064,-3.831,-1068.761,12.21,76.43,173.1305,32.148,76.43,88.40700000000001
1055,TERRA INDUSTRIES INC,TRA,546.26,1523.625,1689.894,331.3,110.342,83.79899999999999,194.141,240.689,190.314,263.81,22.087,-361.393,206.407,1930.583,532.9576,822.664,1930.583,1736.442
1056,TERRA INDUSTRIES INC,TRA,620.505,1572.713,1635.822,331.3,80.8,56.859,137.659,192.892,211.017,309.447,4.213,-355.876,198.791,1828.714,1109.7074,879.23,1828.714,1691.055
1057,TERRA INDUSTRIES INC,TRA,1029.91,1888.327,1752.476,330.0,72.5,431.534,504.034,596.005,131.525,517.686,201.896,-140.66899999999998,171.22799999999998,2348.481,4278.6751,1042.423,2348.481,1844.447
1058,TERRA INDUSTRIES INC,TRA,1392.464,2113.0170000000003,1967.052,330.0,53.7,788.7669999999999,842.467,913.203,197.091,465.18,641.0409999999999,327.996,130.39,2880.255,1655.8311,944.346,2880.255,2037.788
1059,TERRA INDUSTRIES INC,TRA,826.302,1599.743,1132.6760000000002,602.434,62.5,314.215,376.715,443.852,137.07299999999998,206.209,152.63299999999998,-108.143,100.216,1576.5279999999998,3213.8818,1014.109,1576.5279999999998,1199.813
6095,TERREMARK WORLDWIDE INC,TMRK,36.175,204.716,38.823,131.364,8.677999999999999,-9.145,-0.467,23.706,0.0,25.493,-37.149,-270.307,13.459,62.529,370.8125,190.88,62.529,62.996
6096,TERREMARK WORLDWIDE INC,TMRK,137.211,309.646,56.902,159.463,11.011,3.981,14.992,44.04600000000001,0.0,35.638000000000005,-14.952,-287.511,26.203000000000003,100.948,449.8528,220.147,100.948,85.956
6097,TERREMARK WORLDWIDE INC,TMRK,152.148,503.86,100.886,335.50699999999995,18.685,14.689,33.374,86.52799999999999,0.0,60.947,-42.228,-330.04,44.048,187.414,324.2626,413.338,187.414,154.04
6098,TERREMARK WORLDWIDE INC,TMRK,97.955,516.341,136.434,312.91,28.224,22.468000000000004,50.692,114.036,0.0,96.551,-10.569,-345.314,35.816,250.47,160.7033,433.344,250.47,199.778
6099,TERREMARK WORLDWIDE INC,TMRK,116.757,650.246,159.596,451.778,37.882,31.313,69.195,132.751,0.0,96.867,-31.673,-376.4380000000001,50.266000000000005,292.347,456.0566,569.759,292.347,223.152
4975,TERRESTAR CORP,TSTRQ,82.095,209.617,107.42,3.573,32.408,-90.257,-57.849,-14.127,6.468,444.761,-292.089,-1249.202,11.491,93.293,23.4011,485.086,93.293,151.142
4976,TERRESTAR CORP,TSTRQ,26.645,202.221,68.256,29.089,22.422,-54.621,-32.199,-9.266,1.077,25.26,172.42,-55.017,9.339,58.99,75.291,59.173,58.99,91.189
4977,TERRESTAR CORP,TSTRQ,19.849,157.028,57.335,31.842,21.466,-40.167,-18.701,-2.85,0.24,31.032,-62.122,-106.188,3.804,54.485,103.3077,64.221,54.485,73.186
